Title,Category,Auther,Date,Location,Content,URL
खुलेका विद्यालयमा सुरक्षा मापदण्ड फितलो,स्थानीय,प्रतीक दैनिक,"पुस १३, २०७७",पंचगावाँ,,https://eprateekdaily.com/2020/12/28/7358
ड्राइभिङ सङ्घद्वारा मुख्यमन्त्रीलाई ज्ञापन,स्थानीय,प्रतीक दैनिक,"पुस १२, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/27/7335
पर्सामा अवैध घरेलु मदिरा उत्पादन बढ्यो,स्थानीय,प्रतीक दैनिक,"पुस १२, २०७७",१२ पुस/पर्सा जिल्लामा अहिले अवैध घरेलु मदिरा उत्पादन तीव्र गतिमा भइरहेको छ। लकडाउन शुरू भएयता अवैध घरेलु मदिरा उत्पादनविरुद्ध अभियानमा प्रहरीले चासो देखाएको छैन।पर्सा जिल्लामा सबैभन्दा बढी अवैध मदिराभट्टी पर्सागढी नगरपालिका–३ झबराहा,,https://eprateekdaily.com/2020/12/27/7341
सौराहाका होटल व्यवसायी पर्यटक खोज्दै वीरगंजमा,स्थानीय,प्रतीक दैनिक,"पुस १३, २०७७",परवानीपुर,,https://eprateekdaily.com/2020/12/28/7361
खुद्रा व्यापारी र नगरप्रहरीबीच झडप,स्थानीय,प्रतीक दैनिक,"पुस १३, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/28/7367
वीरगंजमा जसपाको प्रदर्शन,स्थानीय,प्रतीक दैनिक,"पुस १२, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/27/7344
प्रधानमन्त्रीलाई संसद् विघटन गर्ने अधिकार छैन –नेता पोखरेल,स्थानीय,प्रतीक दैनिक,"पुस १२, २०७७",कलैया,,https://eprateekdaily.com/2020/12/27/7326
जगरनाथपुर गापामा मात्र विद्यालय सञ्चालन हुन बाँकी,स्थानीय,प्रतीक दैनिक,"पुस १०, २०७७",पंचगावाँ,,https://eprateekdaily.com/2020/12/25/7273
शुल्कविरूद्ध गौरमा विद्यार्थीको जुलुस,स्थानीय,प्रतीक दैनिक,"पुस १०, २०७७",रौतहट,,https://eprateekdaily.com/2020/12/25/7271
दोब्बर उत्पादन हुने नयाँ प्रजातिको उखुखेती शुरू,स्थानीय,प्रतीक दैनिक,"पुस १०, २०७७",गरूडा,,https://eprateekdaily.com/2020/12/25/7279
दुई स्थानमा १२ जना महिलासहित ७९ जनाद्वारा रक्तदान,स्थानीय,प्रतीक दैनिक,"पुस ११, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/26/7301
संसद् विघटनको विरोधमा प्रदर्शन,स्थानीय,प्रतीक दैनिक,"पुस ११, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/26/7304
विपी उद्यानबाट दलितबस्ती हटाइयो,स्थानीय,प्रतीक दैनिक,"पुस १२, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/27/7323
मध्य तराई–मधेसमा घट्टै छ उखुखेती,स्थानीय,प्रतीक दैनिक,"पुस १२, २०७७",गरुडा,,https://eprateekdaily.com/2020/12/27/7320
"नेकपाको विभाजन गाउँसम्म पुग्यो, सुखुवाप्रसौनीमा ओली पक्षीय अगुवा भेला",स्थानीय,प्रतीक दैनिक,"पुस ११, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/26/7295
वीरगंज–ठोरी हुलाकी मार्गको निर्माण सुस्त गतिमा,स्थानीय,प्रतीक दैनिक,"पुस १०, २०७७",सेढवा,,https://eprateekdaily.com/2020/12/25/7276
"माड भात साग, मन बाग–बाग",स्थानीय,प्रतीक दैनिक,"पुस ११, २०७७",सिम्रौनगढ,,https://eprateekdaily.com/2020/12/26/7298
दुई दिन नबित्दै कालोपत्रे उप्कियो,स्थानीय,प्रतीक दैनिक,"पुस १२, २०७७",सर्लाही,,https://eprateekdaily.com/2020/12/27/7328
प्रसूतिगृह र मन्दिरको उद्घाटन,स्थानीय,प्रतीक दैनिक,"पुस १०, २०७७",पर्सागढी,,https://eprateekdaily.com/2020/12/25/7252
स्थानीयलाई बिजुली निश्शुल्क उपलब्ध गराउने प्रतिस्पर्धा,स्थानीय,प्रतीक दैनिक,"पुस ८, २०७७",गरुडा,,https://eprateekdaily.com/2020/12/23/7186
ओरिया खोलाबाट दुईवटा भारतीय ट्याक्टर नियन्त्रण,स्थानीय,प्रतीक दैनिक,"पुस १०, २०७७",पंचगावाँ,,https://eprateekdaily.com/2020/12/25/7260
"निजगढको क्रसर उद्योग बन्द, व्यवस्थित गर्न नसक्दा समस्या",स्थानीय,प्रतीक दैनिक,"पुस ९, २०७७",निजगढ,,https://eprateekdaily.com/2020/12/24/7206
"मुस्कान खातुनको बकपत्र सकियोः ‘पानीको बोतलमा तेजाब खान भनेका थिए, नखाएपछि अनुहारमा खन्याए’",स्थानीय,प्रतीक दैनिक,"पुस ९, २०७७",परवानीपुर,,https://eprateekdaily.com/2020/12/24/7202
बालबालिकाको आँखा निश्शुल्क स्क्रिनिङ गर्दै रिच कार्यक्रम,स्थानीय,प्रतीक दैनिक,"पुस १०, २०७७",परवानीपुर,,https://eprateekdaily.com/2020/12/25/7269
सार्वजनिक जग्गा सार्वजनिक घोषित,स्थानीय,प्रतीक दैनिक,"पुस ९, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/24/7212
जीराभवानीको प्रमुख प्रशासकीय अधिकृतमा पुनः प्राण मेहता,स्थानीय,प्रतीक दैनिक,"पुस १०, २०७७",पंचगावाँ,,https://eprateekdaily.com/2020/12/25/7258
संसद् विघटन भएपछि श्रीसियावासीलाई मुआवजाको चिन्ता,स्थानीय,प्रतीक दैनिक,"पुस ९, २०७७",परवानीपुर,,https://eprateekdaily.com/2020/12/24/7209
तपस्वी बमजन अदालतमा हाजिर भएनन्,स्थानीय,प्रतीक दैनिक,"पुस १०, २०७७",निजगढ,,https://eprateekdaily.com/2020/12/25/7266
आइसिपी भएर आउने गाडीको चाप बढ्यो,स्थानीय,प्रतीक दैनिक,"पुस १०, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/25/7263
छिपहरमाईमा निश्शुल्क आँखा शिविर,स्थानीय,प्रतीक दैनिक,"पुस १०, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/25/7255
वीरगंज भन्सारबाट ५ महीनामा साढे १५ अर्बको वस्तु निकासी,स्थानीय,प्रतीक दैनिक,"पुस ८, २०७७",परवानीपुर,,https://eprateekdaily.com/2020/12/23/7178
कुहिरोमा काठ तस्करी बढ्यो,स्थानीय,प्रतीक दैनिक,"पुस ८, २०७७",परवानीपुर,,https://eprateekdaily.com/2020/12/23/7164
भारतले सीमा खोलेपछि दलालहरूको आँखा चेलीबेटीमाथि,स्थानीय,प्रतीक दैनिक,"पुस ८, २०७७",परवानीपुर,,https://eprateekdaily.com/2020/12/23/7181
चीसो बढेसँगै ग्रामीण क्षेत्रमा रोगी बढ्दै,स्थानीय,प्रतीक दैनिक,"पुस ८, २०७७",पंचगावाँ,,https://eprateekdaily.com/2020/12/23/7184
नारायणी अस्पतालमा क्यान्सर र टिबीको पनि परीक्षण हुने,स्थानीय,प्रतीक दैनिक,"पुस ७, २०७७",परवानीपुर,,https://eprateekdaily.com/2020/12/22/7140
नेउवामहासङ्घका नवनिर्वाचित पदाधिकारीहरूको सम्मान,स्थानीय,प्रतीक दैनिक,"पुस ७, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/22/7142
पर्सागढीमा नेकपाको प्रदर्शन,स्थानीय,प्रतीक दैनिक,"पुस ८, २०७७",बिरुवागुठी,,https://eprateekdaily.com/2020/12/23/7172
इन्दुशङ्कर चिनी उद्योग उखु क्रसिड्ढो तयारीमा,स्थानीय,प्रतीक दैनिक,"पुस ८, २०७७",सर्लाही,,https://eprateekdaily.com/2020/12/23/7167
सिल सीमाबारे दुवै देशका प्रबुद्धबीच छलफल,स्थानीय,प्रतीक दैनिक,"पुस ७, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/22/7145
अनिश्चितकालीन धर्ना स्थगित,स्थानीय,प्रतीक दैनिक,"पुस ८, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/23/7175
पुनर्निर्माण गरी धर्मशालाको उद्घाटन,स्थानीय,प्रतीक दैनिक,"पुस ८, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/23/7169
चोरीको काठ लोड पिकअप भ्यानसहित चालक पक्राउ,स्थानीय,प्रतीक दैनिक,"पुस ८, २०७७",निजगढ,,https://eprateekdaily.com/2020/12/23/7161
"दोस्रो अन्तर्राष्ट्रिय विमानस्थल निर्माण क्षेत्रमा ३३ प्रतिशत मात्रै रूख, मु—आब्जा वितरण तिब्र, तटबन्ध कार्य जारी",स्थानीय,प्रतीक दैनिक,"पुस ७, २०७७",निजगढ,,https://eprateekdaily.com/2020/12/22/7127
महानगरद्वारा कर्बिस्तानको लागि बाटोको व्यवस्था,स्थानीय,प्रतीक दैनिक,"पुस ७, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/22/7136
किसानको पैसा ठगी गर्ने मानिस पक्राउ,स्थानीय,प्रतीक दैनिक,"पुस ६, २०७७",रौतहट,,https://eprateekdaily.com/2020/12/21/7104
"चीसोले दलित, गरीब, विपन्नहरू समस्यामा",स्थानीय,प्रतीक दैनिक,"पुस ६, २०७७",पंचगावाँ,,https://eprateekdaily.com/2020/12/21/7111
पौने तीन करोडको लागतमा अदालत भवन बन्दै,स्थानीय,प्रतीक दैनिक,"पुस ७, २०७७",परवानीपुर,,https://eprateekdaily.com/2020/12/22/7138
"ठेकेदार साह फरार, पक्राउ परेकाहरूलाई म्याद थप गरी अनुसन्धान जारी",स्थानीय,प्रतीक दैनिक,"पुस ५, २०७७",निजगढ,,https://eprateekdaily.com/2020/12/20/7080
डोम समुदाय अहिले पनि निर्धक्क बालविवाह गर्दै,स्थानीय,प्रतीक दैनिक,"पुस ५, २०७७",पोखरिया,,https://eprateekdaily.com/2020/12/20/7083
अख्तियारद्वारा प्रअ महतोमाथि छानबिन,स्थानीय,प्रतीक दैनिक,"पुस ६, २०७७",परवानीपुर,,https://eprateekdaily.com/2020/12/21/7109
जगरनाथपुरमा निश्शुल्क आँखा शिविर,स्थानीय,प्रतीक दैनिक,"पुस ७, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/22/7133
विमानस्थल आयोजनाको तयारीबारे अन्तक्र्रिया,स्थानीय,प्रतीक दैनिक,"पुस ५, २०७७",निजगढ,,https://eprateekdaily.com/2020/12/20/7077
कृषकको केराबारीमा कृषि तथा पशुपक्षी मन्त्रालयकी सचिव,स्थानीय,प्रतीक दैनिक,"पुस ७, २०७७",निजगढ,,https://eprateekdaily.com/2020/12/22/7130
पोखरियाका विद्यालयहरू पनि खुले,स्थानीय,प्रतीक दैनिक,"पुस ६, २०७७",पोखरिया,,https://eprateekdaily.com/2020/12/21/7107
मदिरा उत्पादनले वनविनाश हुँदै,स्थानीय,प्रतीक दैनिक,"पुस ४, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/19/7034
छानबिनमा महानगरको गलती,स्थानीय,प्रतीक दैनिक,"पुस ४, २०७७",परवानीपुर,,https://eprateekdaily.com/2020/12/19/7031
असहाय र विपन्न समुदायलाई न्यानो कपडा,स्थानीय,प्रतीक दैनिक,"पुस ५, २०७७",गरुडा,,https://eprateekdaily.com/2020/12/20/7069
अङ्ग्रेज सेनालाई परास्त गरेको पर्सागढी संरक्षणको पर्खाइमा,स्थानीय,प्रतीक दैनिक,"पुस ५, २०७७",परवानीपुर,,https://eprateekdaily.com/2020/12/20/7072
किशोरीप्रति अभिभावकको भूमिकाबारे सचेतना कार्यक्रम,स्थानीय,प्रतीक दैनिक,"पुस ५, २०७७",वीरगंज,"विद्यालयका प्रधानाध्यापक डा सिबी जदलीले कार्यक्रमबारे जानकारी गराउँदै अहिलेको अवस्थामा किशोर अवस्थामा पुगेका बालबालिकाको मनस्थिति र व्यवहार अनुसार शारीरिक, मानसिक तथा भावनात्मक समस्यालाई बुझेर त्यसअनुरूप उनीहरूमा चेतना र ज्ञानको अभिवृद्धि गर्नुपर्ने बताए। उनले यसो गर्दा बालिकाहरूमा आत्मविश्वास बढ्ने बताउँदै यसका लागि अभिभावकहरू पथप्रदर्शक हुनुपर्ने कुरामा जोड दिए।कार्यक्रमकी प्रमुख अतिथि वीरगंज लेडिज सर्कलकी अध्यक्ष रश्मि दास र डा कीर्ति अग्रवालले महिलाहरूको विविध समस्यालाई सम्बोधन गर्दै समाजमा सकारात्मक ऊर्जा प्रवाह गर्नुपर्ने कुरामा जोड दिए। उनीहरूले महिलाहरूमा हुने सबैखाले समस्याबारे छलफल गरी समस्या समाधानका उपायहरू खोज्न सकिने भन्दै सोहीअनुरूपको काम गर्न सुझाए। उनीहरूले किशोरीले आफ्नो समस्याबारे अभिभावकलाई खुलेर जानकारी दिनुपर्ने बताए। यस प्रकारका संवादले महिलाहरूको समस्या केही हदसम्म समाधान हुने उनीहरूको तर्क थियो।कार्यक्रमको सहजीकरण शिक्षिका मेघा दधिचले गरेकी थिइन्।",https://eprateekdaily.com/2020/12/20/7063
अन्नपूर्ण सुगर मिलले उखु किसानको भुक्तानी दिन थाल्यो,स्थानीय,प्रतीक दैनिक,"पुस ५, २०७७",रौतहत,,https://eprateekdaily.com/2020/12/20/7075
मतदाता चुनावको प्रतीक्षामा छन् –नेता रिजाल,स्थानीय,प्रतीक दैनिक,"पुस ४, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/19/7043
सडक क्षेत्रमा राखिएका सामग्री हटाउन निर्देशन,स्थानीय,प्रतीक दैनिक,"पुस ४, २०७७",रौतहट,,https://eprateekdaily.com/2020/12/19/7028
निजगढका क्रसर उद्योग बन्द गर्न निर्देशन,स्थानीय,प्रतीक दैनिक,"पुस ४, २०७७",निजगढ,,https://eprateekdaily.com/2020/12/19/7040
किसानहरू गहुँखेतीको लागि सिंचाइको व्यवस्थापनमा,स्थानीय,प्रतीक दैनिक,"पुस ५, २०७७",सेढवा,,https://eprateekdaily.com/2020/12/20/7066
सीता गुफामा रामसीता विवाहोत्सव सम्पन्न,स्थानीय,प्रतीक दैनिक,"पुस ४, २०७७",ठोरी,,https://eprateekdaily.com/2020/12/19/7046
"अवैध ढुङ्गा प्रयोग प्रकरण, म्याद थप गरी अनुसन्धान जारी",स्थानीय,प्रतीक दैनिक,"पुस ४, २०७७",निजगढ,,https://eprateekdaily.com/2020/12/19/7037
निकुञ्जको कानून जनमैत्री नभएको संरक्षणकर्मीहरूको गुनासो,स्थानीय,प्रतीक दैनिक,"पुस ४, २०७७",ठोरी,,https://eprateekdaily.com/2020/12/19/7022
प्रहरीद्वारा चोरीको टाटासुमो बरामद,स्थानीय,प्रतीक दैनिक,"पुस ३, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/18/6970
नगरपालिकाको आफ्नै भवन निर्माण शुरू,स्थानीय,प्रतीक दैनिक,"पुस ४, २०७७",रौतहट,,https://eprateekdaily.com/2020/12/19/7018
४४ लाख रुपैयाँको न्यानो कपडा बाँडिने,स्थानीय,प्रतीक दैनिक,"पुस ४, २०७७",परवानीपुर,,https://eprateekdaily.com/2020/12/19/7020
चिनीमिलहरूले बिचौलियालाई होइन वास्तविक किसानलाई बैंकबाट भुक्तानी दिनुपर्छ– अध्यक्ष मैनाली,स्थानीय,प्रतीक दैनिक,"पुस ३, २०७७",परवानीपुर,,https://eprateekdaily.com/2020/12/18/6989
"वृद्ध, असहायलाई न्यानो कपडा वितरण",स्थानीय,प्रतीक दैनिक,"पुस ४, २०७७",परवानीपुर,,https://eprateekdaily.com/2020/12/19/7025
मौलापुर नपाद्वारा २४ शिक्षक नियुक्त,स्थानीय,प्रतीक दैनिक,"पुस ३, २०७७",गरुडा,,https://eprateekdaily.com/2020/12/18/6979
सर्पपालनको लागि जग्गा खाली गराइँदै,स्थानीय,प्रतीक दैनिक,"पुस ३, २०७७",सर्लाही,,https://eprateekdaily.com/2020/12/18/6977
सुवर्णपुर र लालपर्सामा निश्शुल्क आँखा शिविर,स्थानीय,प्रतीक दैनिक,"पुस ३, २०७७",ठोरी,,https://eprateekdaily.com/2020/12/18/6974
पेस्तोलसहित युवक पक्राउ,स्थानीय,प्रतीक दैनिक,"पुस ३, २०७७",रौतहट,,https://eprateekdaily.com/2020/12/18/6972
अनियमितताको आरोप लगाउँदै स्थानीयहरूद्वारा कार्यालय घेराउ,स्थानीय,प्रतीक दैनिक,"पुस ३, २०७७",रौतहट,,https://eprateekdaily.com/2020/12/18/6993
"पैदल यात्रीहरू पनि रोकिए, २२औं दिन पनि धर्ना जारी",स्थानीय,प्रतीक दैनिक,"पुस ३, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/18/6983
नगरप्रमुख र प्रमुख प्रशासकीय अधिकृतको कार्यकक्षमा तालाबन्दी,स्थानीय,प्रतीक दैनिक,"पुस २, २०७७",निजगढ,,https://eprateekdaily.com/2020/12/17/6928
मुख्यमन्त्रीद्वारा विवाहपञ्चमीको शुभकामना,स्थानीय,प्रतीक दैनिक,"पुस ३, २०७७",जनकपुरधाम,प्रदेश नं २ का मुख्यमन्त्री लालबाबू राउत गद्दीले विवाहपञ्चमी महोत्सवको अवसरमा शुभकामना व्यक्त गरेका छन्।मुख्यमन्त्री तथा मन्त्रिपरिषद्को सचिवालयबाट शुक्रवार शुभकामना सन्देश जारी गरिएको हो।जारी सन्देशमा त्रेतायुगमा माता सीता र भगवान् रामको विवाह भएको संस्मरणमा प्रत्येक वर्ष मनाइने विवाह पञ्चमी महोत्सवका अवसरमा सम्पूर्ण हिन्दू धर्मावलम्बी तथा महोत्सवमा सहभागी हुन जनकपुर पुगेका श्रद्धालु भक्तजनप्रति शुभकामना व्यक्त गरिएको उल्लेख छ। मुख्यमन्त्री गद्दीले कोरोना महामारीको जोखिम अझै कायम रहेको भन्दै स्वास्थ्य सतर्कता अपनाइ पर्व मनाउन आग्रह गरेका छन्। रामजानकी विवाहपञ्चमी शनिवार जनकपुरधाममा धार्मिक एवं सांस्कृतिक विधिपूर्वक उल्लासमय वातावरणमा मनाइने तय भएको छ।,https://eprateekdaily.com/2020/12/18/6967
११ वटा पालिकाले सासु भत्ता वितरण गर्न सकेन,स्थानीय,प्रतीक दैनिक,"पुस २, २०७७",सेढवा,,https://eprateekdaily.com/2020/12/17/6934
"अपहरण, बलात्कार गरेको अभियोगमा १९ वर्ष कैद",स्थानीय,प्रतीक दैनिक,"पुस २, २०७७",सप्तरी,,https://eprateekdaily.com/2020/12/17/6912
सय करोडको लगानीमा वीरगंजमा रिसोर्ट सञ्चालन,स्थानीय,प्रतीक दैनिक,"पुस २, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/17/6922
भारतीय बोइलर कुखुरा तस्करी नियन्त्रण गर्न माग,स्थानीय,प्रतीक दैनिक,"पुस २, २०७७",सिम्रौनगढ,,https://eprateekdaily.com/2020/12/17/6917
वीरगंज सीमामा २१ दिनदेखि धर्ना,स्थानीय,प्रतीक दैनिक,"पुस २, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/17/6907
पठनपाठन प्रभावित नहुनेगरी दरबन्दी मिलान हुन्छ –नगरप्रमुख,स्थानीय,प्रतीक दैनिक,"पुस २, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/17/6925
शिक्षामन्त्रीद्वारा प्रयोगशाला उद्घाटन,स्थानीय,प्रतीक दैनिक,"पुस २, २०७७",सिराहा,,https://eprateekdaily.com/2020/12/17/6920
तत्काल भुक्तानी नगरे रौतहटका उखु किसानले पनि काठमाडौंमा आन्दोलन गर्ने,स्थानीय,प्रतीक दैनिक,"पुस २, २०७७",गरुडा,,https://eprateekdaily.com/2020/12/17/6931
जिप्रका पर्सामा विपद् व्यवस्थापनबारे छलफल,स्थानीय,प्रतीक दैनिक,"पुस २, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/17/6910
अवैध ढुङ्गा प्रयोग गर्नेलाई कारबाई गरिने –उपप्रमुख लामिछाने,स्थानीय,प्रतीक दैनिक,"पुस २, २०७७",निजगढ,,https://eprateekdaily.com/2020/12/17/6914
अन्तर्राष्ट्रिय विमानस्थलको काममा चोरीको ढुङ्गा प्रयोग राजस्व ठगीमा ठेकेदार कम्पनीको संलग्नता,स्थानीय,प्रतीक दैनिक,"पुस १, २०७७",निजगढ,,https://eprateekdaily.com/2020/12/16/6871
बालविवाह गराउने पुरोहितसहित ६ जना पक्राउ,स्थानीय,प्रतीक दैनिक,"पुस १, २०७७",रौतहट,,https://eprateekdaily.com/2020/12/16/6886
अध्यादेश लोकतन्त्रको मर्मविपरीत –मन्त्री सोनल,स्थानीय,प्रतीक दैनिक,"पुस १, २०७७",परवानीपुर,,https://eprateekdaily.com/2020/12/16/6877
वीरगंज–रक्सौल सीमा आंशिकरूपमा खुल्यो,स्थानीय,प्रतीक दैनिक,"पुस १, २०७७",परवानीपुर,,https://eprateekdaily.com/2020/12/16/6880
सीमामा धर्ना र चक्काजाम,स्थानीय,प्रतीक दैनिक,"पुस १, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/16/6865
राजावादीले महेन्द्र जयन्ती मनाए,स्थानीय,प्रतीक दैनिक,"पुस १, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/16/6858
"दुर्घटनामा एकजनाको मृत्यु, तीनजना घाइते",स्थानीय,प्रतीक दैनिक,"पुस १, २०७७",मकवानपुर,,https://eprateekdaily.com/2020/12/16/6854
नारायणी अस्पतालमा बेवारिसे वृद्धको अवस्था नाजुक,स्थानीय,प्रतीक दैनिक,"पुस १, २०७७",परवानीपुर,,https://eprateekdaily.com/2020/12/16/6862
गुणस्तरहीन सामान उत्पादन गर्ने तीनवटा उद्योगमाथि मुद्दा,स्थानीय,प्रतीक दैनिक,"पुस १, २०७७",सिराहा,,https://eprateekdaily.com/2020/12/16/6852
लाइसेन्सको ट्रायल शुरू,स्थानीय,प्रतीक दैनिक,"पुस १, २०७७",परवानीपुर,,https://eprateekdaily.com/2020/12/16/6849
ठूलो परिमाणमा प्याज बरामद,स्थानीय,प्रतीक दैनिक,"पुस १, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/16/6856
अधूरो धर्मशालाको ठेकेदारलाई भुक्तानी,स्थानीय,प्रतीक दैनिक,"पुस १, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/16/6874
बैंकर्स एशोसिएशनद्वारा केडिया र गुप्ता सम्मानित,स्थानीय,प्रतीक दैनिक,"पुस १, २०७७",परवानीपुर,,https://eprateekdaily.com/2020/12/16/6841
उपचार अभावमा छटपटाउँदै मिर्गौलापीडित किशोरी,स्थानीय,प्रतीक दैनिक,"पुस १, २०७७",ठोरी,,https://eprateekdaily.com/2020/12/16/6844
सीमानाका खोल्न माग गर्दै सर्लाही बन्द,स्थानीय,प्रतीक दैनिक,"पुस १, २०७७",सर्लाही,,https://eprateekdaily.com/2020/12/16/6847
वीरगंज कोरिडोरमा २ हजार मजदूर कटौती,स्थानीय,प्रतीक दैनिक,"मंसिर ३०, २०७७",परवानीपुर,,https://eprateekdaily.com/2020/12/15/6823
वीरगंजमा ६८ किलो चाँदी बरामद,स्थानीय,प्रतीक दैनिक,"मंसिर ३०, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/15/6819
किर्ते जग्गा प्रकरणमा थुनछेक बहस शुरू,स्थानीय,प्रतीक दैनिक,"मंसिर ३०, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/15/6817
बकैया र धन्सार खोलाको ठेक्का लाग्यो,स्थानीय,प्रतीक दैनिक,"मंसिर ३०, २०७७",निजगढ,,https://eprateekdaily.com/2020/12/15/6806
"प्रजिअद्वारा ५ वटा गापामा अनुगमन, छलफल",स्थानीय,प्रतीक दैनिक,"मंसिर ३०, २०७७",पंचगावाँ,,https://eprateekdaily.com/2020/12/15/6814
खेतीयोग्य जमीन मासेर माछापालन,स्थानीय,प्रतीक दैनिक,"मंसिर ३०, २०७७",सेढवा,,https://eprateekdaily.com/2020/12/15/6828
वृक्षरोपण गरिएको ठाउँमा पुनः सडक सञ्चालन,स्थानीय,प्रतीक दैनिक,"मंसिर ३०, २०७७",पर्सागढी,,https://eprateekdaily.com/2020/12/15/6811
उखुको मूल्य तोक्न माग राख्दै किसानद्वारा प्रदर्शन,स्थानीय,प्रतीक दैनिक,"मंसिर ३०, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/15/6825
ठोरी गाउँपालिकामा प्रयोगशालाको उद्घाटन,स्थानीय,प्रतीक दैनिक,"मंसिर ३०, २०७७",ठोरी,,https://eprateekdaily.com/2020/12/15/6808
"नेताको प्रतिबद्धता पूरा भएन, कोल्हवीको सार्वजनिक जग्गा अझै अन्योलमा",स्थानीय,प्रतीक दैनिक,"मंसिर ३०, २०७७",निजगढ,,https://eprateekdaily.com/2020/12/15/6800
"सहायक प्रजिअलाई ज्ञापन, आन्दोलनको चेतावनी",स्थानीय,प्रतीक दैनिक,"मंसिर ३०, २०७७",पंचगावाँ,,https://eprateekdaily.com/2020/12/15/6803
"किर्ते जग्गा प्रकरणमा बयान सकियो, थुनछेक बहस हुने",स्थानीय,प्रतीक दैनिक,"मंसिर २९, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/14/6748
बालिका बलात्कारको अभियुक्तलाई आठ वर्ष कैद,स्थानीय,प्रतीक दैनिक,"मंसिर ३०, २०७७",सप्तरी,,https://eprateekdaily.com/2020/12/15/6789
ट्राफिकले चेकजाँच गरेपछि रूट परिवर्तन,स्थानीय,प्रतीक दैनिक,"मंसिर २९, २०७७",पर्सागढी,,https://eprateekdaily.com/2020/12/14/6756
हात्तीपीडित परिवारलाई नगरपालिकाको राहत,स्थानीय,प्रतीक दैनिक,"मंसिर ३०, २०७७",सप्तरी,,https://eprateekdaily.com/2020/12/15/6798
हिन्दू राष्ट्र नेकाको पार्टी लाइन होइन –नेता सिंह,स्थानीय,प्रतीक दैनिक,"मंसिर ३०, २०७७",जनकपुरधाम,,https://eprateekdaily.com/2020/12/15/6796
मानव बेचबिखनविरुद्ध समन्वय भेला,स्थानीय,प्रतीक दैनिक,"मंसिर ३०, २०७७",ठोरी,,https://eprateekdaily.com/2020/12/15/6791
बकैया र धन्सार खोला ठेक्काका लागि बोलपत्र बिक्री,स्थानीय,प्रतीक दैनिक,"मंसिर २९, २०७७",निजगढ,,https://eprateekdaily.com/2020/12/14/6750
स्वास्थ्यकर्मी तालीममा गएपछि बर्थिङ सेन्टर बन्द,स्थानीय,प्रतीक दैनिक,"मंसिर २९, २०७७",सेढवा,,https://eprateekdaily.com/2020/12/14/6753
मन्त्री साहद्वारा स्वास्थ्यचौकी भवन उद्घाटन,स्थानीय,प्रतीक दैनिक,"मंसिर ३०, २०७७",सप्तरी,,https://eprateekdaily.com/2020/12/15/6794
बाक्लो हुस्सु र कुहिरोसँगै चीसो बढ्यो,स्थानीय,प्रतीक दैनिक,"मंसिर ३०, २०७७",सप्तरी,,https://eprateekdaily.com/2020/12/15/6786
"माछा मार्ने क्रममा झडप, महिलाको मृत्यु",स्थानीय,प्रतीक दैनिक,"मंसिर २९, २०७७",सप्तरी,,https://eprateekdaily.com/2020/12/14/6740
अवैध ढुङ्गासहित टिपर र चालक नियन्त्रण,स्थानीय,प्रतीक दैनिक,"मंसिर २८, २०७७",निजगढ,,https://eprateekdaily.com/2020/12/13/6692
किर्ते जग्गा प्रकरणः चारजनाको बयान सकियो,स्थानीय,प्रतीक दैनिक,"मंसिर २८, २०७७",पोखरिया,,https://eprateekdaily.com/2020/12/13/6695
सीमामा १८औं दिन पनि धर्ना,स्थानीय,प्रतीक दैनिक,"मंसिर २९, २०७७",वीरगंज,,https://eprateekdaily.com/2020/12/14/6742
